NOM_COMUN,TIPO_VEGET,ESTADO_INICIAL,FECHA,LADO_RED,DAP_ESTIM,LONG_INTER,TIPO_INTER,NIVEL_RIES,CIRCUITO_TRAMO,NODO_1,NODO_2,LONGITUD,LATITUD,DEP,MUN
ARRAYAN,Cerca Viva,Pendiente Apagon,2024-07-10,Derecha,60,7,Poda,Alto,AZA23L19,M43020,M43165,-75.461238,5.055837,CALDAS,MANIZALES
CAMARGO,Rastrojo,Ejecutado,2024-07-10,Debajo,20,20,Poda,Alto,AZA23L19,M43186,M43196,-75.45777,5.054657,CALDAS,MANIZALES
ARRAYAN,Cerca Viva,Pendiente Apagon,2024-07-10,Derecha,60,20,Poda,Alto,AZA23L19,M43020,M43165,-75.461288,5.055905,CALDAS,MANIZALES
OTROS,Arbol aislado,Inspeccionado,2024-07-10,Ambos Lados,40,6,Poda,Medio,AZA23L19,M43022,M43165,-75.460784,5.056055,CALDAS,MANIZALES
OTROS,Arbol aislado,Pendiente Apagon,2024-07-10,Izquierda,50,7,Poda,Medio,AZA23L19,M43177,M43186,-75.458381,5.054685,CALDAS,MANIZALES
CAMARGO,Rastrojo,Ejecutado,2024-07-10,Izquierda,20,10,Poda,Medio,AZA23L19,M43800,M43814,-75.476195,5.051855,CALDAS,MANIZALES
OTROS,Arbol aislado,Ejecutado,2024-07-05,Derecha,33,5,Poda,Alto,PSV23L13,E62474,E62956,-75.2037131,5.398330605,CALDAS,PENSILVANIA
NN,Rastrojo,Ejecutado,2024-07-05,Debajo,12,3,Poda,Alto,PSV23L13,E62473,E62474,-75.19777036,5.401506289,CALDAS,PENSILVANIA
OTROS,Arbol aislado,Ejecutado,2024-07-05,Izquierda,30,4,Poda,Alto,PSV23L13,E62956,E62957,-75.20471846,5.398333493,CALDAS,PENSILVANIA
NN,Cerca Viva,Ejecutado,2024-07-03,Ambos Lados,20,30,Rocería,Alto,ELA23L12,E10021,E10074,-74.845252,5.319372,CALDAS,VICTORIA
MATARRATON,Arbol aislado,Ejecutado,2024-07-11,Derecha,30,30,Poda,Bajo,MGT23L13,W21735,W21736,-75.69669148,5.196855288,CALDAS,NEIRA
NOGAL CAFETERO,Arbol aislado,Ejecutado,2024-07-11,Debajo,35,3,Poda,Bajo,MGT23L13,W21735,W21736,-75.696462,5.196283,CALDAS,NEIRA
CEIBA,Arbol aislado,Ejecutado,2024-07-11,Izquierda,35,4,Poda,Alto,MGT23L13,W21735,W21736,-75.696543,5.196514,CALDAS,NEIRA
NN,Cerca Viva,Ejecutado,2024-07-10,Izquierda,30,20,Poda,Medio,AZA23L19,M43186,M43196,-75.457871,5.054685,CALDAS,MANIZALES
NOGAL CAFETERO,Arbol aislado,Ejecutado,2024-07-10,Debajo,48,8,Poda,Alto,QHI23L13,W41810,W41838,-75.73013575,5.281444223,RISARALDA,QUINCHÍA
NOGAL CAFETERO,Arbol aislado,Ejecutado,2024-07-10,Debajo,48,8,Poda,Alto,QHI23L13,W41840,W41845,-75.72574023,5.278589693,RISARALDA,QUINCHÍA
YARUMO,Arbol aislado,Ejecutado,2024-07-10,Debajo,25,5,Tala,Alto,QHI23L13,W41840,W41845,-75.72135916,5.276236152,RISARALDA,QUINCHÍA
NOGAL CAFETERO,Arbol aislado,Ejecutado,2024-07-10,Ambos Lados,32,20,Poda,Alto,QHI23L13,W41840,W41845,-75.72138168,5.276246904,RISARALDA,QUINCHÍA
GUAYABO,Frutales,Ejecutado,2024-07-10,Debajo,28,5,Poda,Alto,QHI23L13,W41840,W41845,-75.72136436,5.276238605,RISARALDA,QUINCHÍA
OTROS,Bosque natural,Ejecutado,2024-07-04,Debajo,35,20,Tala,Medio,VCT23L14,E12070,E12071,-74.88925351,5.53256897,CALDAS,NORCASIA
OTROS,Bosque natural,Ejecutado,2024-07-05,Debajo,30,10,Tala,Medio,VCT23L14,E12070,E12071,-74.88940526,5.531350186,CALDAS,NORCASIA
OTROS,Bosque natural,Ejecutado,2024-07-06,Debajo,35,15,Tala,Medio,VCT23L14,E14061,E14063,-74.88660287,5.537049913,CALDAS,NORCASIA
GUAYABO,Arbol aislado,Ejecutado,2024-07-06,Ambos Lados,35,8,Tala,Medio,VCT23L14,E14061,E14065,-74.88656866,5.537063998,CALDAS,NORCASIA
NOGAL CAFETERO,Cafe/sombrio,Inspeccionado,2024-07-05,Izquierda,5,8,Poda,Medio,BEL23L15,O10631,O10632,-75.79019857,5.029505927,CALDAS,BELALCÁZAR
YARUMO BLANCO,Arbol aislado,Inspeccionado,2024-07-05,Izquierda,50,7,Poda,Medio,BEL23L15,O10631,O10632,-75.79014246,5.029486819,CALDAS,BELALCÁZAR
PLATANO,Arbol aislado,Ejecutado,2024-07-05,Debajo,65,12,Poda,Alto,BEL23L15,O10631,O10788,-75.79087441,5.030192187,CALDAS,BELALCÁZAR
PLATANO,Arbol aislado,Ejecutado,2024-07-05,Debajo,20,20,Poda,Bajo,BEL23L15,O10631,O10632,-75.78792244,5.02877515,CALDAS,BELALCÁZAR
PLATANO,Arbol aislado,Inspeccionado,2024-07-05,Debajo,20,20,Poda,Bajo,BEL23L15,O10632,O10634,-75.78751437,5.02865765,CALDAS,BELALCÁZAR
PLATANO,Arbol aislado,Ejecutado,2024-07-05,Debajo,30,8,Poda,Medio,BEL23L15,O10574,O10631,-75.79258362,5.029447095,CALDAS,BELALCÁZAR
GUADUA,Guadual,Ejecutado,2024-07-01,Izquierda,10,8,Tala,Medio,AMR23L12,C32177,C32184,-75.65354932,5.166325851,CALDAS,NEIRA
PINO,Arbol aislado,Inspeccionado,2024-07-06,Debajo,50,2,Poda,Bajo,AZA23L19,M43285,M43287,-75.469618,5.061994,CALDAS,MANIZALES
ARBOLOCO,Bosque natural secundario,Inspeccionado,2024-07-05,Encima,0,15,Poda,Alto,MAN23L16,M20508,M20600,-75.525229,5.055989,CALDAS,MANIZALES
PINO COLOMBIANO,Arbol aislado,Inspeccionado,2024-07-05,Encima,0,6,Poda,Alto,MAN23L16,M20081,M20511,-75.523342,5.054884,CALDAS,VILLAMARÍA
NN,Arbol aislado,Ejecutado,2024-07-03,Ambos Lados,15,20,Rocería,Medio,FLR23L15,E51239,E51242,-74.99758597,5.505604704,CALDAS,SAMANÁ
OTROS,Arbol aislado,Ejecutado,2024-07-04,Debajo,15,10,Rocería,Medio,FLR23L15,E51221,E51224,-75.00574821,5.510301401,CALDAS,SAMANÁ
EUCALIPTO,Arbol aislado,Inspeccionado,2024-05-20,Debajo,30,4,Poda,Bajo,MAN23L13,M20190,M20191,-75.54195471,5.057951838,CALDAS,MANIZALES
PLATANO,Huerto,Ejecutado,2024-01-25,Debajo,10,0,Poda,Bajo,AZU23L13,N21103,N21104,-75.51467,5.252828,CALDAS,ARANZAZU
HIGUERILLO,Rastrojo,Ejecutado,2024-07-03,Ambos Lados,10,4,Rocería,Alto,MAZ23L14,E32907,E32908,-75.211826,5.202847393,CALDAS,MARULANDA
NN,Rastrojo,Ejecutado,2024-07-03,Debajo,8,3,Rocería,Alto,MAZ23L14,E32907,E32908,-75.211826,5.202847395,CALDAS,MARULANDA
OTROS,Arbol aislado,Ejecutado,2024-07-04,Ambos Lados,35,10,Poda,Medio,AMR23L13,C30217,C30853,-75.58748104,5.099405632,CALDAS,MANIZALES
NN,Rastrojo,Ejecutado,2024-07-04,Debajo,8,3,Rocería,Alto,MAZ23L14,E32908,E32909,-75.20998258,5.19545504,CALDAS,MARULANDA
PINO,Plantacion,Ejecutado,2024-07-05,Derecha,19,3,Poda,Alto,PSV23L13,E62184,E62185,-75.17128751,5.404719342,CALDAS,PENSILVANIA
NN,Arbol aislado,Ejecutado,2024-07-09,Izquierda,40,10,Poda,Medio,VMA23L16,C12753,C12754,-75.51944916,5.017652773,CALDAS,VILLAMARÍA
DRAGO,Arbol aislado,Pendiente Apagon,2024-07-09,Derecha,40,30,Poda,Alto,VMA23L16,C12754,C12755,-75.5194109,5.018936098,CALDAS,VILLAMARÍA
ARBOLOCO,Arbol aislado,Pendiente Apagon,2024-07-09,Ambos Lados,30,20,Poda,Alto,VMA23L16,M23751,M23752,-75.520165,5.021728,CALDAS,VILLAMARÍA
EUCALIPTO,Arbol aislado,Inspeccionado,2024-07-09,Izquierda,10,2,Poda,Bajo,VMA23L16,C12756,C12757,-75.519849,5.020008,CALDAS,VILLAMARÍA
EUCALIPTO,Plantacion,Pendiente Apagon,2024-07-09,Ambos Lados,40,40,Poda,Alto,VMA23L16,C12754,C12755,-75.519632,5.019147,CALDAS,VILLAMARÍA
GUADUA,Guadual,Pendiente Apagon,2024-07-09,Encima,17,25,Tala,Alto,VMA23L16,C12756,C12757,-75.51983,5.019884,CALDAS,VILLAMARÍA
QUIEBRABARRIGO,Arbol aislado,Ejecutado,2024-07-09,Debajo,25,7,Poda,Alto,VMA23L16,C12758,M23752,-75.520143,5.021567,CALDAS,VILLAMARÍA
ARBOLOCO,Arbol aislado,Ejecutado,2024-07-09,Debajo,15,10,Poda,Medio,VMA23L16,C12756,C12757,-75.519789,5.019712,CALDAS,VILLAMARÍA
URAPAN,Cerca Viva,Ejecutado,2024-07-09,Debajo,20,15,Poda,Medio,VMA23L16,C12756,C12757,-75.519856,5.01998,CALDAS,VILLAMARÍA
GUADUA,Guadual,Pendiente Apagon,2024-07-09,Encima,17,20,Tala,Alto,VMA23L16,C12756,C12757,-75.519926,5.020088,CALDAS,VILLAMARÍA
YARUMO BLANCO,Arbol aislado,Ejecutado,2024-07-04,Debajo,30,8,Tala,Alto,QHI30L16,B03008,B03009,-75.7699221,5.324436638,RISARALDA,GUÁTICA
NN,Rastrojo,Ejecutado,2024-07-08,Debajo,10,15,Rocería,Alto,RIO30L16,B51020,B51021,-75.65688157,5.448839507,CALDAS,SUPÍA
CANIABRAVA,Rastrojo,Ejecutado,2024-07-08,Debajo,20,30,Rocería,Alto,RIO30L16,B51013,B51014,-75.67614297,5.436711974,CALDAS,RIOSUCIO
YARUMO,Arbol aislado,Ejecutado,2024-07-08,Debajo,35,10,Tala,Alto,RIO30L16,B51013,B51014,-75.67612968,5.436718902,CALDAS,RIOSUCIO
NN,Rastrojo,Ejecutado,2024-07-08,Debajo,15,15,Rocería,Alto,RIO30L16,B51013,B51014,-75.67755198,5.435725673,CALDAS,RIOSUCIO
ARRAYAN,Arbol aislado,Ejecutado,2024-07-08,Debajo,30,15,Tala,Alto,RIO30L16,B51007,B51008,-75.69028591,5.425534365,CALDAS,RIOSUCIO
MATARRATON,Cerca Viva,Ejecutado,2024-07-08,Debajo,30,30,Tala,Alto,RIO30L16,B51013,B51014,-75.67611908,5.436727782,CALDAS,RIOSUCIO
OTROS,Bosque natural,Ejecutado,2024-07-03,Debajo,10,10,Rocería,Medio,AMR23L13,C30023,C30036,-75.63137287,5.086133018,CALDAS,MANIZALES
YARUMO,Arbol aislado,Ejecutado,2024-07-04,Debajo,15,6,Tala,Alto,AMR23L13,C30492,C30499,-75.59295816,5.132756701,CALDAS,MANIZALES
NN,Rastrojo,Ejecutado,2024-06-26,Debajo,1,6,Rocería,Alto,AZA23L14,B45024,B45025,-75.48281938,5.060197373,CALDAS,MANIZALES
NN,Rastrojo,Ejecutado,2024-06-26,Debajo,1,8,Rocería,Alto,AZA23L14,B45027,B45028,-75.48335611,5.060715661,CALDAS,MANIZALES
QUIEBRABARRIGO,Cerca Viva,Ejecutado,2024-07-09,Ambos Lados,30,10,Poda,Medio,VMA23L16,C12757,C12758,-75.520006,5.020872,CALDAS,VILLAMARÍA
QUIEBRABARRIGO,Cerca Viva,Ejecutado,2024-07-09,Debajo,25,10,Poda,Alto,VMA23L16,C12757,C12758,-75.52006,5.021477,CALDAS,VILLAMARÍA
QUIEBRABARRIGO,Arbol aislado,Ejecutado,2024-07-09,Debajo,27,6,Poda,Medio,VMA23L16,M23752,M23754,-75.521004,5.02164,CALDAS,VILLAMARÍA
OTROS,Arbol aislado,Ejecutado,2024-07-09,Debajo,45,7,Poda,Medio,VMA23L16,M23752,M23754,-75.521202,5.02164,CALDAS,VILLAMARÍA
GUADUA,Guadual,Pendiente Apagon,2024-07-09,Ambos Lados,15,50,Tala,Alto,VMA23L16,M23751,M23752,-75.520029,5.021865,CALDAS,VILLAMARÍA
BALSO BLANCO,Arbol aislado,Ejecutado,2024-07-09,Derecha,30,20,Poda,Alto,VMA23L16,C12753,C12754,-75.519415,5.018349,CALDAS,VILLAMARÍA
GUADUA,Arbol aislado,Pendiente Apagon,2024-07-09,Izquierda,15,10,Poda,Medio,CHA23L15,B32024,C13977,-75.586004,5.028224,CALDAS,MANIZALES
GUADUA,Guadual,Pendiente Apagon,2024-07-09,Ambos Lados,10,15,Tala,Medio,CHA23L15,B32024,C13977,-75.586725,5.027865,CALDAS,MANIZALES
GUAYABO,Arbol aislado,Ejecutado,2024-07-09,Debajo,30,20,Poda,Medio,BEL23L15,O10514,O10515,-75.80575805,5.013839353,CALDAS,BELALCÁZAR
YARUMO BLANCO,Arbol aislado,Ejecutado,2024-07-09,Debajo,20,30,Tala,Medio,BEL23L15,O10510,O10511,-75.80210816,5.011624014,CALDAS,BELALCÁZAR
CANIABRAVA,Rastrojo,Ejecutado,2024-07-08,Debajo,10,15,Rocería,Alto,RIO30L16,B51007,B51008,-75.69027496,5.425551441,CALDAS,RIOSUCIO
YARUMO BLANCO,Arbol aislado,Pendiente Apagon,2024-07-08,Encima,40,7,Poda,Medio,VMA23L16,C12462,C12463,-75.5294467,5.015817318,CALDAS,MANIZALES
CIPRES,Arbol aislado,Ejecutado,2024-07-08,Derecha,50,10,Poda,Alto,VMA23L16,C12472,C12753,-75.51945,5.017322,CALDAS,VILLAMARÍA
GUAMO,Cafe/sombrio,Ejecutado,2024-07-08,Ambos Lados,40,6,Poda,Medio,VMA23L16,C12463,C12464,-75.527702,5.0173,CALDAS,MANIZALES
NN,Cerca Viva,Ejecutado,2024-07-08,Derecha,70,5,Poda,Medio,VMA23L16,C12472,C12473,-75.519023,5.01636,CALDAS,VILLAMARÍA
EUCALIPTO,Arbol aislado,Inspeccionado,2024-07-08,Derecha,50,0,Poda,Medio,VMA23L16,C12474,C12475,-75.517746,5.015815,CALDAS,VILLAMARÍA
NN,Arbol aislado,Pendiente Apagon,2024-07-08,Debajo,60,12,Poda,Alto,VMA23L16,C12475,C12476,-75.517726,5.015806,CALDAS,VILLAMARÍA
EUCALIPTO,Arbol aislado,Pendiente Apagon,2024-07-08,Debajo,35,8,Tala,Alto,VMA23L16,C12475,C12476,-75.517533,5.015606,CALDAS,VILLAMARÍA
NN,Rastrojo,Ejecutado,2024-07-08,Ambos Lados,30,25,Poda,Alto,VMA23L16,C12462,C12463,-75.529314,5.015941,CALDAS,MANIZALES
ARBOLOCO,Arbol aislado,Ejecutado,2024-07-08,Derecha,30,7,Poda,Alto,VMA23L16,C12463,C12464,-75.528509,5.016614,CALDAS,MANIZALES
EUCALIPTO,Arbol aislado,Pendiente Apagon,2024-06-25,Derecha,60,15,Poda,Alto,ENE23L15,M63520,M63523,-75.367195,5.019674,CALDAS,VILLAMARÍA
OTROS,Bosque natural,Pendiente Apagon,2024-07-08,Encima,25,18,Poda,Alto,GTO23L13,L22266,L22267,-74.79068819,5.332242374,CALDAS,VICTORIA
PALMA ABANICO,Bosque natural,Ejecutado,2024-07-08,Ambos Lados,15,8,Poda,Alto,GTO23L13,L22266,L22267,-74.79068775,5.332242851,CALDAS,VICTORIA
OTROS,Bosque natural,Inspeccionado,2024-07-08,Encima,40,10,Poda,Alto,GTO23L13,L22268,L22269,-74.79167663,5.331167237,CALDAS,VICTORIA
OTROS,Bosque natural,Ejecutado,2024-07-08,Encima,25,10,Tala,Alto,GTO23L13,L22266,L22267,-74.79068785,5.332242704,CALDAS,VICTORIA
GUADUA,Guadual,Ejecutado,2024-07-08,Derecha,6,15,Tala,Alto,GTO23L13,L22267,L22268,-74.791201,5.33174,CALDAS,VICTORIA
CARACOLI,Arbol aislado,Ejecutado,2024-07-08,Ambos Lados,25,8,Poda,Alto,GTO23L13,L22267,L22268,-74.791365,5.331565,CALDAS,VICTORIA
DINDE,Arbol aislado,Ejecutado,2024-07-08,Debajo,20,4,Poda,Alto,GTO23L13,L22267,L22268,-74.79089,5.332143,CALDAS,VICTORIA
GUADUA,Guadual,Inspeccionado,2024-07-08,Derecha,15,15,Tala,Alto,GTO23L13,L22268,L22269,-74.791691,5.331213,CALDAS,VICTORIA
YARUMO,Arbol aislado,Ejecutado,2024-07-09,Debajo,20,30,Tala,Medio,BEL23L15,O10518,O10519,-75.8117029,5.018716847,CALDAS,BELALCÁZAR
GUAYACAN ROSADO,Cafe/sombrio,Inspeccionado,2024-07-09,Izquierda,50,10,Poda,Alto,BEL23L15,O10511,O10512,-75.80212026,5.011812866,CALDAS,BELALCÁZAR
SWINGLEA,Cerca Viva,Inspeccionado,2024-07-09,Ambos Lados,20,10,Poda,Alto,BEL23L15,O10511,O10512,-75.80223225,5.011843079,CALDAS,BELALCÁZAR
GUADUA,Guadual,Ejecutado,2024-07-09,Derecha,14,12,Tala,Alto,BEL23L15,O10515,O10518,-75.81043466,5.017249705,CALDAS,BELALCÁZAR
PALMA ALEJANDRA,Arbol aislado,Inspeccionado,2024-07-09,Debajo,50,6,Poda,Medio,BEL23L15,O10515,O10517,-75.81067452,5.016978595,CALDAS,BELALCÁZAR
YARUMO,Arbol aislado,Inspeccionado,2024-07-09,Derecha,45,6,Poda,Medio,BEL23L15,O10513,O10514,-75.80527792,5.013483484,CALDAS,BELALCÁZAR
GUADUA,Arbol aislado,Pendiente Apagon,2024-07-09,Ambos Lados,0,0,Tala,Alto,BEL23L15,O10512,O10513,-75.80362298,5.012489574,CALDAS,BELALCÁZAR
YARUMO,Arbol aislado,Ejecutado,2024-07-09,Debajo,35,20,Tala,Medio,BEL23L15,O10519,O10539,-75.81054322,5.020741297,CALDAS,BELALCÁZAR
BAMBU,Rastrojo,Ejecutado,2024-07-06,Debajo,5,10,Rocería,Bajo,AZA23L19,M43260,M43262,-75.47358189,5.059583002,CALDAS,MANIZALES
AGUACATILLO,Frutales,Ejecutado,2024-07-06,Debajo,20,10,Poda,Medio,AZA23L19,M43325,M43326,-75.47184146,5.062542982,CALDAS,MANIZALES
PALMA,Ornamental,Ejecutado,2024-07-06,Derecha,50,30,Poda,Alto,AZA23L19,M43352,M43365,-75.472708,5.058386,CALDAS,MANIZALES
CAMARGO,Rastrojo,Ejecutado,2024-07-06,Ambos Lados,25,20,Poda,Medio,AZA23L19,M43930,M43931,-75.473905,5.056804,CALDAS,MANIZALES
PALMA,Ornamental,Ejecutado,2024-07-06,Derecha,60,7,Poda,Medio,AZA23L19,M43414,M43932,-75.47391,5.057913,CALDAS,MANIZALES
CAMARGO,Rastrojo,Ejecutado,2024-07-06,Debajo,25,10,Poda,Medio,AZA23L19,M43930,M43931,-75.473884,5.056965,CALDAS,MANIZALES
OTROS,Arbol aislado,Inspeccionado,2024-07-06,Debajo,45,3,Poda,Bajo,AZA23L19,M43248,M43249,-75.475374,5.060116,CALDAS,MANIZALES
CHILCA,Arbol aislado,Ejecutado,2024-07-06,Izquierda,18,8,Poda,Medio,AZA23L19,M43309,M43993,-75.470789,5.057758,CALDAS,MANIZALES
GUADUA,Guadual,Ejecutado,2024-07-03,Derecha,15,10,Tala,Medio,AMR23L13,C30040,C30041,-75.62669806,5.083341401,CALDAS,MANIZALES
OTROS,Bosque natural,Ejecutado,2024-07-08,Debajo,40,6,Poda,Alto,GTO23L13,L22269,L22270,-74.792187,5.330633,CALDAS,VICTORIA
CEDRO,Bosque natural,Inspeccionado,2024-07-08,Derecha,30,4,Poda,Alto,GTO23L13,L22269,L22270,-74.79279,5.329783,CALDAS,VICTORIA
GUAYACAN,Arbol aislado,Inspeccionado,2024-07-08,Derecha,30,3,Poda,Alto,GTO23L13,L22268,L22269,-74.791494,5.33143,CALDAS,VICTORIA
OTROS,Bosque natural,Ejecutado,2024-07-08,Izquierda,40,6,Poda,Alto,GTO23L13,L22267,L22268,-74.790714,5.33223,CALDAS,VICTORIA
NN,Rastrojo,Ejecutado,2024-07-08,Debajo,7,4,Rocería,Alto,PSV23L13,E62952,E62953,-75.20941769,5.37634173,CALDAS,PENSILVANIA
CHILCA,Rastrojo,Ejecutado,2024-07-08,Debajo,8,3,Rocería,Alto,PSV23L13,E62951,E62952,-75.20938301,5.376379223,CALDAS,PENSILVANIA
ZAPOTE,Frutales,Ejecutado,2024-07-02,Ambos Lados,50,8,Poda,Alto,AMR23L12,C32046,C32048,-75.66931866,5.113105533,CALDAS,PALESTINA
CEDRO,Arbol aislado,Ejecutado,2024-06-20,Debajo,65,10,Poda,Bajo,IRR23L12,C33483,C33579,-75.610045,5.188389,CALDAS,NEIRA
OTROS,Arbol aislado,Inspeccionado,2024-07-06,Debajo,40,5,Poda,Medio,AZA23L19,M43325,M43326,-75.471678,5.061884,CALDAS,MANIZALES
ARAUCARIA,Arbol aislado,Inspeccionado,2024-07-06,Derecha,50,2,Poda,Medio,AZA23L19,M43275,M43277,-75.472165,5.060892,CALDAS,MANIZALES
OTROS,Arbol aislado,Inspeccionado,2024-07-08,Derecha,40,0,Poda,Bajo,VMA23L16,C12463,C12464,-75.52814,5.016951,CALDAS,MANIZALES
NN,Bosque natural secundario,Ejecutado,2024-07-08,Derecha,15,1,Poda,Alto,PRO23L14,O42681,O42682,-75.996101,5.19209,RISARALDA,PUEBLO RICO
LECHUDO,Arbol aislado,Ejecutado,2024-07-08,Derecha,40,5,Poda,Alto,PRO23L14,O42686,O42687,-75.990501,5.18449,RISARALDA,APÍA
CEDRO,Arbol aislado,Ejecutado,2024-07-10,Izquierda,38,10,Poda,Alto,RIO30L16,B51014,B51015,-75.6695214,5.441163842,CALDAS,SUPÍA
CEDRO,Arbol aislado,Ejecutado,2024-07-10,Ambos Lados,60,15,Poda,Alto,RIO30L16,B51014,B51015,-75.66956658,5.441138648,CALDAS,SUPÍA
CEDRO,Arbol aislado,Ejecutado,2024-07-10,Debajo,68,15,Poda,Alto,RIO30L16,B51014,B51015,-75.66960974,5.441108971,CALDAS,SUPÍA
AGUACATE,Frutales,Ejecutado,2024-07-10,Ambos Lados,40,8,Poda,Alto,AGU23L14,N42478,N42479,-75.353301,5.59824,CALDAS,AGUADAS
GUAMO,Cafe/sombrio,Ejecutado,2024-07-10,Izquierda,25,9,Poda,Alto,AGU23L14,N42478,N42479,-75.353305,5.598322,CALDAS,AGUADAS
AGUACATE,Frutales,Ejecutado,2024-07-10,Debajo,20,8,Poda,Alto,AGU23L14,N42478,N42479,-75.353297,5.598424,CALDAS,AGUADAS
CARBONERO ROJO,Arbol aislado,Ejecutado,2024-07-10,Debajo,30,8,Poda,Alto,AGU23L14,N42479,N42480,-75.353306,5.598369,CALDAS,AGUADAS
AGUACATE,Frutales,Ejecutado,2024-07-10,Derecha,30,6,Poda,Alto,AGU23L14,N42479,N42480,-75.353303,5.598431,CALDAS,AGUADAS
MANGO,Frutales,Ejecutado,2024-07-08,Debajo,70,7,Poda,Alto,GTO23L13,L22005,L22006,-74.73873632,5.34451174,CALDAS,LA DORADA
ALMENDRO,Bosque natural,Ejecutado,2024-07-08,Debajo,55,5,Poda,Alto,GTO23L13,L22006,L22052,-74.73861246,5.344705115,CALDAS,LA DORADA
OTROS,Bosque natural,Ejecutado,2024-07-08,Debajo,50,10,Poda,Alto,GTO23L12,L21152,L21153,-74.73873812,5.344212281,CALDAS,LA DORADA
OTROS,Arbol aislado,Ejecutado,2024-07-08,Debajo,30,4,Poda,Medio,GTO23L12,L21152,L21153,-74.738787,5.34403,CALDAS,LA DORADA
OTROS,Arbol aislado,Inspeccionado,2024-07-08,Debajo,45,6,Poda,Alto,GTO23L12,L21153,L21154,-74.739085,5.343283,CALDAS,LA DORADA
PINO COLOMBIANO,Arbol aislado,Inspeccionado,2024-07-08,Ambos Lados,25,0,Poda,Bajo,AGU23L14,N42445,N42446,-75.388983,5.605302,CALDAS,AGUADAS
ARBOLOCO,Bosque natural secundario,Pendiente Apagon,2024-07-10,Izquierda,30,25,Poda,Alto,VMA23L16,M23749,M23750,-75.51963883,5.022309164,CALDAS,VILLAMARÍA
NN,Bosque natural secundario,Pendiente Apagon,2024-07-10,Encima,60,15,Tala,Alto,VMA23L16,M23749,M23750,-75.51951857,5.022436271,CALDAS,VILLAMARÍA
EUCALIPTO,Arbol aislado,Pendiente Apagon,2024-07-10,Encima,80,10,Poda,Alto,VMA23L16,C12542,M23749,-75.51869392,5.023493541,CALDAS,VILLAMARÍA
CHILCA,Rastrojo,Ejecutado,2024-07-10,Debajo,1,30,Rocería,Alto,VMA23L16,M23749,M23750,-75.51864089,5.02336121,CALDAS,VILLAMARÍA
GUADUA,Guadual,Pendiente Apagon,2024-07-10,Ambos Lados,20,25,Tala,Medio,VMA23L16,C12542,M23749,-75.5186994,5.023499139,CALDAS,VILLAMARÍA
YARUMO BLANCO,Arbol aislado,Pendiente Apagon,2024-07-10,Encima,30,15,Tala,Alto,VMA23L16,M23749,M23750,-75.51968668,5.022259312,CALDAS,VILLAMARÍA
NN,Bosque natural secundario,Ejecutado,2024-07-10,Derecha,50,8,Poda,Alto,VMA23L16,M23751,M23752,-75.519904,5.022012,CALDAS,VILLAMARÍA
ARBOLOCO,Bosque natural secundario,Pendiente Apagon,2024-07-10,Derecha,45,8,Poda,Alto,VMA23L16,M23749,M23750,-75.519392,5.022545,CALDAS,VILLAMARÍA
GUADUA,Guadual,Pendiente Apagon,2024-07-10,Encima,15,10,Tala,Alto,VMA23L16,M23749,M23750,-75.51921,5.022771,CALDAS,VILLAMARÍA
YARUMO BLANCO,Arbol aislado,Ejecutado,2024-07-10,Debajo,40,5,Tala,Medio,VMA23L16,M23752,M23754,-75.521362,5.021675,CALDAS,VILLAMARÍA
GUAMO,Arbol aislado,Inspeccionado,2024-07-10,Ambos Lados,30,0,Poda,Bajo,VMA23L16,M23756,M23757,-75.523576,5.02281,CALDAS,VILLAMARÍA
OTROS,Bosque natural,Inspeccionado,2024-07-10,Debajo,0,0,Poda,Bajo,AGU23L14,N42477,N42481,-75.352858,5.597673,CALDAS,AGUADAS
CARBONERO,Arbol aislado,Pendiente Otro,2024-07-10,Ambos Lados,60,10,Poda,Alto,AGU23L14,N42477,N42481,-75.344629,5.60054,CALDAS,AGUADAS
AGUACATE,Frutales,Ejecutado,2024-07-10,Debajo,25,4,Poda,Alto,AGU23L14,N42477,N42481,-75.344182,5.600711,CALDAS,AGUADAS
CEDRO,Arbol aislado,Ejecutado,2024-07-10,Izquierda,70,20,Poda,Alto,BVA23L12,L30096,L30097,-74.69624665,5.789855008,CALDAS,LA DORADA
CHICALA,Arbol aislado,Ejecutado,2024-07-10,Ambos Lados,40,20,Tala,Alto,BVA23L12,L30096,L30097,-74.69621687,5.789843216,CALDAS,LA DORADA
CEDRO,Arbol aislado,Ejecutado,2024-07-10,Izquierda,45,7,Poda,Alto,PRO23L14,O32139,O32143,-75.96562584,5.166901509,RISARALDA,APÍA
NN,Arbol aislado,Ejecutado,2024-07-10,Ambos Lados,30,20,Poda,Alto,PRO23L14,O32145,O32146,-75.96607018,5.170801173,RISARALDA,APÍA
NOGAL CAFETERO,Arbol aislado,Ejecutado,2024-07-10,Ambos Lados,30,25,Tala,Alto,PRO23L14,O32139,O32143,-75.96561352,5.166937858,RISARALDA,APÍA
GUADUA,Guadual,Ejecutado,2024-07-08,Debajo,15,6,Tala,Alto,AGU23L14,N42353,N42850,-75.39822,5.616671,CALDAS,AGUADAS
PINO COLOMBIANO,Arbol aislado,Ejecutado,2024-07-08,Debajo,30,8,Poda,Alto,AGU23L14,N42850,N42851,-75.397741,5.617435,CALDAS,AGUADAS
